Datetime,DAM_Price,DAM_Volume,IDA1_Price,IDA1_Volume,IDA2_Price,IDA2_Volume,IDA3_Price,IDA3_Volume,ISP,DAM_Spread_to_ISP,IDA1_Spread_to_ISP,IDA2_Spread_to_ISP,IDA3_Spread_to_ISP,GB_DA_Price
2026-07-12 21:30:00,152.0,731.2,147.46,306.8,140.85,31.9,160.0,15.3,103.01,48.989999999999995,44.45,37.83999999999999,56.989999999999995,144.52
2026-07-12 22:00:00,147.6,798.1,148.0,328.3,145.0,42.7,155.0,14.9,86.01,61.58999999999999,61.989999999999995,58.989999999999995,68.99,137.73
2026-07-12 22:30:00,145.01,819.5,141.11,365.6,138.0,26.0,148.0,15.1,81.28,63.72999999999999,59.83000000000001,56.72,66.72,137.73
2026-07-12 23:00:00,140.7,944.4,154.14,317.0,,,,,92.67,48.02999999999999,61.469999999999985,,,132.73
2026-07-12 23:30:00,136.83,927.6,138.32,315.5,,,,,93.68,43.150000000000006,44.639999999999986,,,132.73
2026-07-13 00:00:00,134.61,871.0,136.55,277.2,,,,,89.15,45.46000000000001,47.400000000000006,,,128.76
2026-07-13 00:30:00,130.75,919.3,134.15,295.1,,,,,89.48,41.269999999999996,44.67,,,128.76
2026-07-13 01:00:00,126.76,835.5,125.77,189.9,,,,,83.46,43.30000000000001,42.31,,,124.78
2026-07-13 01:30:00,126.76,848.4,125.0,209.9,,,,,78.55,48.21000000000001,46.45,,,124.78
2026-07-13 02:00:00,131.12,948.3,124.5,340.3,,,,,86.2,44.92,38.3,,,121.75
2026-07-13 02:30:00,132.8,966.7,123.38,370.7,,,,,82.62,50.18000000000001,40.75999999999999,,,121.75
2026-07-13 03:00:00,126.42,925.4,122.57,305.4,,,,,82.89,43.53,39.67999999999999,,,120.46
2026-07-13 03:30:00,126.42,911.7,120.91,281.9,,,,,77.18,49.239999999999995,43.72999999999999,,,120.46
2026-07-13 04:00:00,128.54,873.7,133.05,275.8,,,,,122.93,5.609999999999985,10.120000000000005,,,121.99
2026-07-13 04:30:00,127.84,903.8,129.45,237.1,,,,,198.5,-70.66,-69.05000000000001,,,121.99
2026-07-13 05:00:00,137.68,987.0,145.91,271.9,,,,,225.16,-87.47999999999999,-79.25,,,135.66
2026-07-13 05:30:00,139.0,897.0,142.58,204.6,,,,,127.2,11.799999999999997,15.38000000000001,,,135.66
2026-07-13 06:00:00,144.64,1097.2,144.08,422.5,,,,,211.46,-66.82000000000002,-67.38,,,137.88
2026-07-13 06:30:00,155.43,1069.2,143.64,392.3,,,,,253.24,-97.81,-109.60000000000002,,,137.88
2026-07-13 07:00:00,190.0,1209.1,144.9,549.6,,,,,198.18,-8.180000000000007,-53.28,,,140.55
2026-07-13 07:30:00,201.0,1202.8,147.24,550.8,,,,,198.2,2.8000000000000114,-50.95999999999998,,,140.55
2026-07-13 08:00:00,178.58,1210.6,130.86,509.2,,,,,198.21,-19.629999999999995,-67.35,,,122.2
2026-07-13 08:30:00,187.24,1233.6,136.02,552.5,,,,,198.2,-10.95999999999998,-62.17999999999998,,,122.2
2026-07-13 09:00:00,168.5,1196.9,128.53,462.2,,,,,201.86,-33.360000000000014,-73.33000000000001,,,121.38
2026-07-13 09:30:00,156.47,1240.8,122.1,441.1,,,,,203.93,-47.46000000000001,-81.83000000000001,,,121.38
2026-07-13 10:00:00,131.4,1160.6,120.72,353.3,,,,,200.68,-69.28,-79.96000000000001,,,113.19
2026-07-13 10:30:00,123.85,1189.3,110.19,342.6,,,,,197.61,-73.76000000000002,-87.42000000000002,,,113.19
2026-07-13 11:00:00,103.97,1090.9,90.22,251.2,94.0,74.9,,,197.87,-93.9,-107.65,-103.87,,93.51
2026-07-13 11:30:00,100.6,1071.9,85.02,276.5,89.82,66.4,,,197.58,-96.98000000000002,-112.56000000000002,-107.76000000000002,,93.51
2026-07-13 12:00:00,98.59,1184.5,92.44,332.8,100.0,96.8,,,207.25,-108.66,-114.81,-107.25,,87.62
2026-07-13 12:30:00,98.31,1161.1,92.23,351.3,100.16,87.7,,,199.61,-101.30000000000001,-107.38000000000001,-99.45000000000002,,87.62
2026-07-13 13:00:00,96.58,1095.7,93.73,337.5,100.16,72.1,,,202.8,-106.22000000000001,-109.07000000000001,-102.64000000000001,,81.29
2026-07-13 13:30:00,94.7,1119.4,92.12,372.0,100.16,73.1,,,211.02,-116.32000000000001,-118.9,-110.86000000000001,,81.29
2026-07-13 14:00:00,95.9,1117.8,97.02,332.5,101.75,78.1,,,43.93,51.970000000000006,53.089999999999996,57.82,,84.32
2026-07-13 14:30:00,97.1,1125.3,97.1,308.9,100.16,86.8,,,47.04,50.059999999999995,50.059999999999995,53.12,,84.32
2026-07-13 15:00:00,98.31,1083.2,99.31,325.7,100.16,42.8,,,24.95,73.36,74.36,75.21,,90.83
2026-07-13 15:30:00,98.57,1049.7,100.32,243.3,106.0,67.6,,,26.23,72.33999999999999,74.08999999999999,79.77,,90.83
2026-07-13 16:00:00,112.66,1151.5,116.29,217.4,124.42,59.3,,,56.5,56.16,59.790000000000006,67.92,,112.08
2026-07-13 16:30:00,116.76,1018.4,107.08,132.1,119.78,51.1,,,45.55,71.21000000000001,61.53,74.23,,112.08
2026-07-13 17:00:00,127.38,1045.9,126.05,191.5,130.01,40.6,130.0,9.1,107.34,20.039999999999992,18.709999999999994,22.669999999999987,22.659999999999997,132.43
2026-07-13 17:30:00,134.44,967.7,135.84,117.3,135.77,74.4,151.0,11.3,212.15,-77.71000000000001,-76.31,-76.38,-61.150000000000006,132.43
2026-07-13 18:00:00,157.75,1121.0,149.53,246.5,153.49,50.1,200.0,9.0,213.0,-55.25,-63.47,-59.50999999999999,-13.0,157.79
2026-07-13 18:30:00,162.48,1047.5,157.3,241.0,157.41,71.3,180.0,11.4,213.45,-50.97,-56.14999999999998,-56.03999999999999,-33.44999999999999,157.79
2026-07-13 19:00:00,166.36,951.2,168.12,201.4,170.6,58.5,220.0,6.0,202.28,-35.91999999999999,-34.16,-31.680000000000007,17.72,164.22
2026-07-13 19:30:00,167.4,1001.3,170.48,274.2,160.0,73.0,210.0,11.4,229.56,-62.16,-59.08000000000001,-69.56,-19.560000000000002,164.22
2026-07-13 20:00:00,168.88,1015.4,174.6,340.3,162.64,62.2,210.0,11.7,349.78,-180.89999999999998,-175.17999999999998,-187.14,-139.77999999999997,160.52
2026-07-13 20:30:00,168.01,1016.2,172.48,367.0,172.7,58.2,220.0,6.0,250.24,-82.23000000000002,-77.76000000000002,-77.54000000000002,-30.24000000000001,160.52
2026-07-13 21:00:00,175.42,1090.5,168.88,417.4,156.68,61.2,206.64,22.2,226.28,-50.860000000000014,-57.400000000000006,-69.6,-19.640000000000015,156.05
2026-07-13 21:30:00,167.28,1068.6,166.7,440.7,154.09,33.3,185.0,16.0,223.92,-56.639999999999986,-57.22,-69.82999999999998,-38.91999999999999,156.05
2026-07-13 22:00:00,160.4,1013.8,161.95,396.3,148.54,51.4,180.0,11.9,180.92,-20.519999999999982,-18.97,-32.379999999999995,-0.9199999999999875,140.05
2026-07-13 22:30:00,158.68,1100.9,157.6,467.4,149.2,40.1,152.0,14.0,157.89,0.7900000000000205,-0.28999999999999204,-8.689999999999998,-5.889999999999986,140.05
